DATE,S/N,PO NUMBER,COMPANY,CATEGORY,ITEM,QUANTITY REQUESTED,SUPPLIER'S PRICE,TOTAL ACTUAL AMOUNT,NAM UNIT PRICE,TOTAL NAM AMOUNT,TOTAL NAM AMOUNT SUB TOTAL,INCOME,INCOME PERCENT,BUYER,DATE DELIVERED,PAYMENT TERM,DUE DATE,SI NUMBER, REMARKS,SUPPLIER,ADDRESS,TIN,CONTACT PERSON/CONTACT #,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,WHITEBOARD MARKER BLUE,3, ₱ 20.00 , ₱ 60.00 , ₱ 25.20 , ₱ 75.60 ,, ₱ 15.60 ,21%,IVY,02/09/2026,30,03/11/2026,0893,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,PANASONIC BATTREY AA,3, ₱ 30.00 , ₱ 90.00 , ₱ 33.88 , ₱ 101.64 ,, ₱ 11.64 ,11%,IVY,02/09/2026,30,03/11/2026,0893,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,"PAPER TAPE 1""",31, ₱ 32.00 , ₱ 992.00 , ₱ 48.00 ," ₱ 1,488.00 ",, ₱ 496.00 ,33%,IVY,02/09/2026,30,03/11/2026,0893,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,SHARPENER,1, ₱ 5.00 , ₱ 5.00 , ₱ 6.00 , ₱ 6.00 ,, ₱ 1.00 ,17%,IVY,02/09/2026,30,03/11/2026,0893,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,SHARPIE MARKER BLACK,4, ₱ 44.00 , ₱ 176.00 , ₱ 52.80 , ₱ 211.20 ,, ₱ 35.20 ,17%,IVY,02/09/2026,30,03/11/2026,0893,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,STABILO ORANGE,3, ₱ 44.00 , ₱ 132.00 , ₱ 52.80 , ₱ 158.40 ,, ₱ 26.40 ,17%,IVY,02/09/2026,30,03/11/2026,0893,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,STABILO PINK,2, ₱ 44.00 , ₱ 88.00 , ₱ 52.80 , ₱ 105.60 ,, ₱ 17.60 ,17%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,STABILO VIOLET,2, ₱ 44.00 , ₱ 88.00 , ₱ 52.80 , ₱ 105.60 ,, ₱ 17.60 ,17%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,STABILO YELLOW,5, ₱ 44.00 , ₱ 220.00 , ₱ 52.80 , ₱ 264.00 ,, ₱ 44.00 ,17%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,STICKER PAPER BLUE,3, ₱ 30.00 , ₱ 90.00 , ₱ 44.40 , ₱ 133.20 ,, ₱ 43.20 ,32%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,STICKER PAPER WHITE,16, ₱ 30.00 , ₱ 480.00 , ₱ 44.40 , ₱ 710.40 ,, ₱ 230.40 ,32%,IVY,02/09/2026,30,03/11/2026,0894,,GOLDEN FORMOSA,TANAUAN,293-241-003-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,BALLPEN RED MATRIX HBW,2, ₱ 4.20 , ₱ 8.40 , ₱ 5.04 , ₱ 10.08 ,, ₱ 1.68 ,17%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,A3 BONDPAPER ,3, ₱ 310.00 , ₱ 930.00 , ₱ 420.00 ," ₱ 1,260.00 ",, ₱ 330.00 ,26%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,CALCULATOR MX12,1, ₱ 340.00 , ₱ 340.00 , ₱ 408.00 , ₱ 408.00 ,, ₱ 68.00 ,17%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,LAMINATING FILM A4 SIZE 125 MIC,2, ₱ 465.00 , ₱ 930.00 , ₱ 588.00 ," ₱ 1,176.00 ",, ₱ 246.00 ,21%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,LAPTOP MOUSE ,2, ₱ 290.00 , ₱ 580.00 , ₱ 360.00 , ₱ 720.00 ,, ₱ 140.00 ,19%,IVY,,,0,,,,,,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,LOGBOOK 500PP,4, ₱ 56.00 , ₱ 224.00 , ₱ 105.00 , ₱ 420.00 ,, ₱ 196.00 ,47%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,NEWS PRINT A4,6, ₱ 84.00 , ₱ 504.00 , ₱ 128.00 , ₱ 768.00 ,, ₱ 264.00 ,34%,IVY,02/09/2026,30,03/11/2026,0894,,GOLDEN FORMOSA,TANAUAN,293-241-003-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,"PACKAGING TAPE 2""",20, ₱ 32.00 , ₱ 640.00 , ₱ 48.00 , ₱ 960.00 ,, ₱ 320.00 ,33%,IVY,02/09/2026,30,03/11/2026,0894,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,ARTLINE BLACK REFILL WHITEBOARD,24, ₱ 44.00 ," ₱ 1,056.00 ", ₱ 66.00 ," ₱ 1,584.00 ",, ₱ 528.00 ,33%,IVY,02/09/2026,30,03/11/2026,0895,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,BALLPEN BLACK MATRIX HBW,20, ₱ 4.20 , ₱ 84.00 , ₱ 5.04 , ₱ 100.80 ,, ₱ 16.80 ,17%,IVY,02/09/2026,30,03/11/2026,0895,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,A4 BOND PAPER HARDCOPY,13, ₱ 138.00 ," ₱ 1,794.00 ", ₱ 208.80 ," ₱ 2,714.40 ",, ₱ 920.40 ,34%,IVY,02/09/2026,30,03/11/2026,0895,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,A4 CARDCASE ,10, ₱ 23.50 , ₱ 235.00 , ₱ 31.25 , ₱ 312.50 ,, ₱ 77.50 ,25%,IVY,02/09/2026,30,03/11/2026,0895,,PAMCO,,352-135-887-000,,,
02/04/2026,014,2026-00054,ASTI,OFFICE SUPPLIES,A3 CARDCASE,2, ₱ 43.50 , ₱ 87.00 , ₱ 54.00 , ₱ 108.00 ,, ₱ 21.00 ,19%,IVY,02/09/2026,30,03/11/2026,0895,,PAMCO,,352-135-887-000,,,
,,,,,,,,,,," ₱ 23,817.58 ",,,,,,,,,,,,,,
02/04/2026,015,PO 26000117-01,EZCONN,OFFICE SUPPLIES,VENTION 7 IN 1 USB-C (DOCKING STATION),2," ₱ 1,285.00 "," ₱ 2,570.00 "," ₱ 1,734.75 "," ₱ 3,469.50 ",, ₱ 899.50 ,26%,ALLYSON,,,0,,,PC EXPRESS STO. TOMAS,,,,,
02/04/2026,015,PO 26000117-01,EZCONN,OFFICE SUPPLIES,LOGITECH WIRELESS KEYBOARD AND MOUSE (KB-LOGITECH-K120+8100 BLACK),2," ₱ 1,100.00 "," ₱ 2,200.00 "," ₱ 1,606.50 "," ₱ 3,213.00 ",," ₱ 1,013.00 ",32%,ALLYSON,,,0,,,PC EXPRESS STO. TOMAS,,,,,
02/04/2026,015,PO 26000117-01,EZCONN,OFFICE SUPPLIES,UGREEN HDMI 2M CABLE (BLACK),2, ₱ 219.00 , ₱ 438.00 , ₱ 295.65 , ₱ 591.30 ,, ₱ 153.30 ,26%,ALLYSON,,,0,,,PC EXPRESS STO. TOMAS,,,,,
02/04/2026,015,PO 26000117-01,EZCONN,OFFICE SUPPLIES,RIBBON CARTRIDGE LQ 310,10, ₱ 190.00 ," ₱ 1,900.00 ", ₱ 256.50 ," ₱ 2,565.00 ",, ₱ 665.00 ,26%,ALLYSON,,,0,,,PC EXPRESS STO. TOMAS,,,,,
02/04/2026,015,PO 26000117-01,EZCONN,OFFICE SUPPLIES,ZYXEL SWITCH PORT (5 PORT),2," ₱ 1,200.00 "," ₱ 2,400.00 "," ₱ 1,782.00 "," ₱ 3,564.00 ",," ₱ 1,164.00 ",33%,ALLYSON,,,0,,,PC EXPRESS LIPA,,,,,
02/04/2026,015,PO 26000117-01,EZCONN,OFFICE SUPPLIES,ZYXEL SWITCH PORT (8 PORT),2," ₱ 1,900.00 "," ₱ 3,800.00 "," ₱ 2,754.00 "," ₱ 5,508.00 ",," ₱ 1,708.00 ",31%,ALLYSON,,,0,,,PC EXPRESS LIPA,,,,,
02/04/2026,015,PO 26000117-01,EZCONN,OFFICE SUPPLIES,RAPOO M216 WIRELESS MOUSE (BLACK),2, ₱ 300.00 , ₱ 600.00 , ₱ 405.00 , ₱ 810.00 ,, ₱ 210.00 ,26%,ALLYSON,,,0,,,PC EXPRESS STO. TOMAS,,,,,
02/04/2026,015,PO 26000117-01,EZCONN,OFFICE SUPPLIES,RAPOO E1050 MULTI MODE WIRELESS KEYBOARD (BLACK),2, ₱ 750.00 ," ₱ 1,500.00 "," ₱ 1,012.50 "," ₱ 2,025.00 ",, ₱ 525.00 ,26%,ALLYSON,,,0,,,TIKTOK,,,,,
,,,,,,,,,,," ₱ 21,745.80 ",,,,,,,,,,,,,,
02/05/2026,016,,KINPO,MATERIALS / MAINTENANCE / MECHANICAL / HARDWARE,ANGEL COMFORTER 4IN1 (72X75),10," ₱ 2,150.00 "," ₱ 21,500.00 "," ₱ 2,350.00 "," ₱ 23,500.00 ",," ₱ 2,000.00 ",9%,ANN,,,0,,,,,,,,
,,,,,,,,,,," ₱ 23,500.00 ",,,,,,,,,,,,,,
02/05/2026,017,SLP-NAM-26-009,ENSLP,OFFICE SUPPLIES,MARKER PILOT REFILL INK - BLACK,12, ₱ 64.00 , ₱ 768.00 , ₱ 92.00 ," ₱ 1,104.00 ",, ₱ 336.00 ,30%,IVY,2/11/2026,30,3/13/2026,0207,,PAMCO,,352-135-887-000,,,
02/05/2026,017,SLP-NAM-26-009,ENSLP,OFFICE SUPPLIES,MATTE STICKER PAPER JOY,6, ₱ 37.00 , ₱ 222.00 , ₱ 40.00 , ₱ 240.00 ,, ₱ 18.00 ,8%,IVY,,,0,,,,,,,,
02/05/2026,017,SLP-NAM-26-009,ENSLP,OFFICE SUPPLIES,CLEAR SHEET A4 - JOY OR EXCEL,1, ₱ 130.00 , ₱ 130.00 , ₱ 220.00 , ₱ 220.00 ,, ₱ 90.00 ,41%,IVY,,,0,,,,,,,,
02/05/2026,017,SLP-NAM-26-009,ENSLP,OFFICE SUPPLIES,ID LAMINATING FILM 70X100 250MIC,2,, ₱ -   , ₱ 180.00 , ₱ 360.00 ,, ₱ 360.00 ,100%,IVY,2/11/2026,30,3/13/2026,0207,,PAMCO,,352-135-887-000,,,
02/05/2026,017,SLP-NAM-26-009,ENSLP,OFFICE SUPPLIES,ID LAMINATING FILM 65X95 250MIC,2,, ₱ -   , ₱ 132.00 , ₱ 264.00 ,, ₱ 264.00 ,100%,IVY,,,0,,,,,,,,
02/05/2026,017,SLP-NAM-26-009,ENSLP,OFFICE SUPPLIES,"WHITE ENVELOPE 7X4""",2, ₱ 50.00 , ₱ 100.00 , ₱ 70.00 , ₱ 140.00 ,, ₱ 40.00 ,29%,,,,0,,,,,,,,
,,,,,,,,,,," ₱ 2,328.00 ",,,,,,,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,"CROCO FOAM DOUBLE SIDED TAPE 1""",2, ₱ 64.00 , ₱ 128.00 , ₱ 86.40 , ₱ 172.80 ,, ₱ 44.80 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,HARDCOPY BONDPAPER A3,1, ₱ 520.00 , ₱ 520.00 , ₱ 702.00 , ₱ 702.00 ,, ₱ 182.00 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,CLEARSHEETS A4 11 HOLES 100PCS PER PACK,22, ₱ 130.00 ," ₱ 2,860.00 ", ₱ 190.44 ," ₱ 4,189.68 ",," ₱ 1,329.68 ",32%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,ADVANCE RECORD BOOK (GREEN),2, ₱ 141.00 , ₱ 282.00 , ₱ 220.44 , ₱ 440.88 ,, ₱ 158.88 ,36%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,ELITE A4 PARCHMENT PAPER,1, ₱ 582.81 , ₱ 582.81 , ₱ 786.80 , ₱ 786.80 ,, ₱ 203.99 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,CLEARSHEETS 9.5IN X 15IN,50, ₱ 33.33 ," ₱ 1,666.67 ", ₱ 45.00 ," ₱ 2,250.00 ",, ₱ 583.33 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,ARCH FILE 9.5IN X 15IN (BLACK),7, ₱ 150.00 ," ₱ 1,050.00 ", ₱ 202.50 ," ₱ 1,417.50 ",, ₱ 367.50 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,HBW PERMANENT MARKER (BLACK),18, ₱ 10.00 , ₱ 180.00 , ₱ 13.50 , ₱ 243.00 ,, ₱ 63.00 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,STICKER PAPER A4/MATTE/WHITE,4, ₱ 63.15 , ₱ 252.59 , ₱ 85.25 , ₱ 341.00 ,, ₱ 88.41 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,HARDCOPY BONDPAPER A4,74, ₱ 138.00 ," ₱ 10,212.00 ", ₱ 207.90 ," ₱ 15,384.60 ",," ₱ 5,172.60 ",34%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,STAPLE WIRE NO. 35,10, ₱ 25.00 , ₱ 250.00 , ₱ 33.75 , ₱ 337.50 ,, ₱ 87.50 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,PAPER CLIP SILVER (SMALL),10, ₱ 8.87 , ₱ 88.67 , ₱ 11.97 , ₱ 119.70 ,, ₱ 31.03 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,PAPER CLIP SILVER (BIG),10, ₱ 18.72 , ₱ 187.19 , ₱ 25.27 , ₱ 252.70 ,, ₱ 65.51 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,EPSON 12MMX9M LK-4YB/YELLOW CARTRIDGE LABEL WORK,8, ₱ 500.00 ," ₱ 4,000.00 ", ₱ 675.00 ," ₱ 5,400.00 ",," ₱ 1,400.00 ",26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,EPSON 12MMX9M LK-4YB/WHITE CARTRIDGE LABEL WORK,5, ₱ 500.00 ," ₱ 2,500.00 ", ₱ 675.00 ," ₱ 3,375.00 ",, ₱ 875.00 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,2-D RING FILE BLUE (3-RING),3, ₱ 135.00 , ₱ 405.00 , ₱ 182.25 , ₱ 546.75 ,, ₱ 141.75 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,BROTHER DCP 2540DW INK CARTRIDGE,7," ₱ 1,300.00 "," ₱ 9,100.00 "," ₱ 1,755.00 "," ₱ 12,285.00 ",," ₱ 3,185.00 ",26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,OFFICE SUPPLIES,STICKER REMOVER 450ML,1, ₱ 220.00 , ₱ 220.00 , ₱ 297.00 , ₱ 297.00 ,, ₱ 77.00 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,CLEANING / JANITORIAL MATERIALS,MIGHTY POWDER DETERGENT,30, ₱ 50.00 ," ₱ 1,500.00 ", ₱ 67.50 ," ₱ 2,025.00 ",, ₱ 525.00 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,CLEANING / JANITORIAL MATERIALS,ZONROX BLEACH ORIGINAL 1000ML,12, ₱ 90.00 ," ₱ 1,080.00 ", ₱ 121.50 ," ₱ 1,458.00 ",, ₱ 378.00 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,CLEANING / JANITORIAL MATERIALS,ZONROX BLEACH COLORSAFE 1000ML,12, ₱ 105.00 ," ₱ 1,260.00 ", ₱ 141.75 ," ₱ 1,701.00 ",, ₱ 441.00 ,26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,CLEANING / JANITORIAL MATERIALS,SCOTCH BRITE WITH FOAM,50, ₱ 60.00 ," ₱ 3,000.00 ", ₱ 81.00 ," ₱ 4,050.00 ",," ₱ 1,050.00 ",26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,CLEANING / JANITORIAL MATERIALS,GARBAGAE BAG SMALL,50, ₱ 80.00 ," ₱ 4,000.00 ", ₱ 121.50 ," ₱ 6,075.00 ",," ₱ 2,075.00 ",34%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,CLEANING / JANITORIAL MATERIALS,GARBAGE BAG XXL,20, ₱ 460.00 ," ₱ 9,200.00 ", ₱ 610.95 ," ₱ 12,219.00 ",," ₱ 3,019.00 ",25%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,CLEANING / JANITORIAL MATERIALS,ROUND MOP RAGS,20, ₱ 190.00 ," ₱ 3,800.00 ", ₱ 256.50 ," ₱ 5,130.00 ",," ₱ 1,330.00 ",26%,ALLYSON,,,0,,,,,,,,
02/05/2026,018,PO 25000135,EZCONN,CLEANING / JANITORIAL MATERIALS,AIR FRESHENER,10, ₱ 225.00 ," ₱ 2,250.00 ", ₱ 303.75 ," ₱ 3,037.50 ",, ₱ 787.50 ,26%,ALLYSON,,,0,,,,,,,,
,,,,,,,,,,," ₱ 84,237.41 ",,,,,,,,,,,,,,
02/06/2026,019,2026-00064,ASTI,OFFICE SUPPLIES,LAMINATING FILM A4 125MIC,1, ₱ 490.00 , ₱ 490.00 , ₱ 588.00 , ₱ 588.00 ,, ₱ 98.00 ,17%,IVY,02/09/2026,30,03/11/2026,0891,,PAMCO,,352-135-887-000,,,
02/06/2026,019,2026-00064,ASTI,OFFICE SUPPLIES,MAGNETIC SHEETS A4 10PCS/PACK,1, ₱ 241.00 , ₱ 241.00 , ₱ 396.34 , ₱ 396.34 ,, ₱ 155.34 ,39%,IVY,02/09/2026,30,03/11/2026,0891,,SHOPEE,,,,,
,,,,,,,,,,, ₱ 984.34 ,,,,,,,,,,,,,,
02/06/2026,020,P-26000140-01,EZCONN,OFFICE SUPPLIES,ESP32 ESP32S 18650 BATTERY CHARGE SHIELD BOARD V3 MICRO USB PORT TYPE-A USB 0.5A,18, ₱ 130.00 ," ₱ 2,340.00 ", ₱ 175.50 ," ₱ 3,159.00 ",, ₱ 819.00 ,26%,ALLYSON,02/10/2026,30,03/12/2026,0902,,,,,,,
02/06/2026,020,P-26000140-01,EZCONN,OFFICE SUPPLIES,HONGLI 3000MAH 3.7V 18650 BATTERY - RECHARGABLE FLAT HEAD,18, ₱ 45.00 , ₱ 810.00 , ₱ 60.75 ," ₱ 1,093.50 ",, ₱ 283.50 ,26%,ALLYSON,02/10/2026,30,03/12/2026,0902,,,,,,,
,,,,,,,,,,," ₱ 4,252.50 ",,,,,,,,,,,,,,
02/06/2026,021,,ITC,MEDICINE AND MEDICAL ITEMS,"HOSPITAL BED WITH IVY POLE, MATTRESS AND BED TABLE",1," ₱ 11,500.00 "," ₱ 11,500.00 "," ₱ 17,550.00 "," ₱ 17,550.00 ",," ₱ 6,050.00 ",34%,ANN,02/10/2026,,02/10/2026,,,,,,,,
02/06/2026,021,,ITC,MEDICINE AND MEDICAL ITEMS,WHEELCHAIR,1," ₱ 3,900.00 "," ₱ 3,900.00 "," ₱ 5,265.00 "," ₱ 5,265.00 ",," ₱ 1,365.00 ",26%,ANN,02/10/2026,,02/10/2026,,,,,,,,
02/06/2026,021,,ITC,MEDICINE AND MEDICAL ITEMS,STRETCHER,1," ₱ 4,800.00 "," ₱ 4,800.00 "," ₱ 4,725.00 "," ₱ 4,725.00 ",, ₱ -75.00 ,-2%,ANN,02/10/2026,,02/10/2026,,,,,,,,
,,,,,,,,,,," ₱ 27,540.00 ",,,,,,,,,,,,,,
02/06/2026,022,,ITC,FURNITURE / FIXTURES / FIXED ASSETSS,CLEAR ACRYLIC FOR A4 (DOUBLE) 3MM WITH 4 PIECES ADVERTISING BOLT,10, ₱ 485.00 ," ₱ 4,850.00 ", ₱ 607.50 ," ₱ 6,075.00 ",," ₱ 1,225.00 ",20%,ANN,,,0,,,,,,,,
02/06/2026,022,,ITC,FURNITURE / FIXTURES / FIXED ASSETSS,CLEAR ACRYLIC FOR 34 (DOUBLE) 3MM WITH 4 PIECES ADVERTISING BOLT,12, ₱ 950.00 ," ₱ 11,400.00 "," ₱ 1,215.00 "," ₱ 14,580.00 ",," ₱ 3,180.00 ",22%,ANN,,,0,,,,,,,,
,,,,,,,,,,," ₱ 20,655.00 ",,,,,,,,,,,,,,CLEANING / JANITORIAL MATERIALS
02/06/2026,023,,ITC,FURNITURE / FIXTURES / FIXED ASSETSS,GLASS CABINET 2M X 2M X 30CM,1," ₱ 42,000.00 "," ₱ 42,000.00 "," ₱ 53,900.00 "," ₱ 53,900.00 ",," ₱ 11,900.00 ",22%,ANN,,,0,,,,,,,,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES
,,,,,,,,,,," ₱ 53,900.00 ",,,,,,,,,,,,,,COMPANY UNIFORM / CLOTHING
02/07/2026,024,PHC0414-260200015,CHANGHONG,OFFICE SUPPLIES,GLUE STICK BIG,150, ₱ 5.00 , ₱ 750.00 , ₱ 7.00 ," ₱ 1,050.00 ",, ₱ 300.00 ,29%,IVY,2/11/2026,30,3/13/2026,0206,,PAMCO,,352-135-887-000,,,FURNITURE / FIXTURES / FIXED ASSETS
02/07/2026,024,PHC0414-260200015,CHANGHONG,CLEANING / JANITORIAL MATERIALS,BROOM BAMBOO STICK,7, ₱ 120.00 , ₱ 840.00 , ₱ 180.00 ," ₱ 1,260.00 ",, ₱ 420.00 ,33%,IVY,2/11/2026,30,3/13/2026,0206,,LAM GENERAL MERCHENDISE INC,TANAUAN,776-131-264-00003,,,MAINTENANCE / MECHANICAL / HARDWARE
02/07/2026,024,PHC0414-260200015,CHANGHONG,CLEANING / JANITORIAL MATERIALS,BROOM BAMBOO STICK,2, ₱ 120.00 , ₱ 240.00 , ₱ 180.00 , ₱ 360.00 ,, ₱ 120.00 ,33%,IVY,2/11/2026,30,3/13/2026,0206,,LAM GENERAL MERCHENDISE INC,TANAUAN,776-131-264-00003,,,MEDICINE / MEDICAL ITEMS
02/07/2026,024,PHC0414-260200015,CHANGHONG,CLEANING / JANITORIAL MATERIALS,BROOM BAMBOO STICK,5, ₱ 120.00 , ₱ 600.00 , ₱ 180.00 , ₱ 900.00 ,, ₱ 300.00 ,33%,IVY,2/11/2026,30,3/13/2026,0206,,LAM GENERAL MERCHENDISE INC,TANAUAN,776-131-264-00003,,,OFFICE SUPPLIES
02/07/2026,024,PHC0414-260200015,CHANGHONG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,DOUBLE SIDED TAPE 24MM*100M,30, ₱ 18.00 , ₱ 540.00 , ₱ 21.00 , ₱ 630.00 ,, ₱ 90.00 ,14%,IVY,2/11/2026,30,3/13/2026,0206,,PAMCO,,352-135-887-000,,,PERSONAL PROTECTIVE EQUIPMENT
02/07/2026,024,PHC0414-260200015,CHANGHONG,CLEANING / JANITORIAL MATERIALS,BROOM BAMBOO STICK,2, ₱ 120.00 , ₱ 240.00 , ₱ 180.00 , ₱ 360.00 ,, ₱ 120.00 ,33%,IVY,2/11/2026,30,3/13/2026,0206,,LAM GENERAL MERCHENDISE INC,TANAUAN,776-131-264-00003,,,TOOLS / ENGINEERING / TECHNICAL ITEMS
02/07/2026,024,PHC0414-260200015,CHANGHONG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,DOUBLE SIDED TAPE 24MM*100M,10, ₱ 18.00 , ₱ 180.00 , ₱ 21.00 , ₱ 210.00 ,, ₱ 30.00 ,14%,IVY,2/11/2026,30,3/13/2026,0206,,PAMCO,,352-135-887-000,,,
02/07/2026,024,PHC0414-260200015,CHANGHONG,OFFICE SUPPLIES,CLIPBOARD A4,5, ₱ 35.00 , ₱ 175.00 , ₱ 45.00 , ₱ 225.00 ,, ₱ 50.00 ,22%,IVY,2/11/2026,30,3/13/2026,0206,,PAMCO,,352-135-887-000,,,
02/07/2026,024,PHC0414-260200015,CHANGHONG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,DOUBLE SIDED TAPE 24MM*100M,50, ₱ 18.00 , ₱ 900.00 , ₱ 21.00 ," ₱ 1,050.00 ",, ₱ 150.00 ,14%,IVY,2/11/2026,30,3/13/2026,0206,,PAMCO,,352-135-887-000,,,
,,,,,,,,,,," ₱ 6,045.00 ",,,,,,,,,,,,,,
02/07/2026,025,PHC0414-260200017,CHANGHONG,OFFICE SUPPLIES,PRINTER INK PAD L8050 (E-C9345/PXMB9),6, ₱ 250.00 ," ₱ 1,500.00 ", ₱ 350.00 ," ₱ 2,100.00 ",, ₱ 600.00 ,29%,IVY,2/11/2026,30,3/13/2026,0205,,SHOPEE,,,,,
,,,,,,,,,,," ₱ 2,100.00 ",,,,,,,,,,,,,,
02/07/2026,026,PHC0414-260200019,CHANGHONG,OFFICE SUPPLIES,BALLPEN FABER CASTELL,20, ₱ 4.50 , ₱ 90.00 , ₱ 4.00 , ₱ 80.00 ,, ₱ -10.00 ,-13%,IVY,2/11/2026,30,3/13/2026,204,,PAMCO,,352-135-887-000,,,
